ChAc;G/L Acct;B/S acct;G/L acct;Group Acct;Date;Created by;AT;AcGp;Samp. acct;Tr.Prt;DelFl;Crtn.block;Pstg block;Plan.block;Search Term;Func. Area;Short Text;G/L Acct Long Text;G/L long text;P&L LVL 1;P&L LVL 2;P&L LVL 3;P&L LVL 4;P&L LVL 5;P&L LVL 6;P&L LVL 7
PCOP;661500;;661500;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Interest on current;Interest on current accounts and credited deposits;INTEREST ON CURRENT ACCOU;;;;;;;
PCOP;661600;;661600;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Bank interest and fi;Bank interest and financial operations (discount);BANK INTEREST AND FINANCI;;;;;;;
PCOP;661700;;661700;;02.07.2007;IGE;X;ERG.;;;;;;;;;Bank interest and fi;Bank interest and financial operations with VAT;BANK INTEREST AND FINANCI;;;;;;;
PCOP;661810;;661810;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Interest on other co;Interest on other commercial debts;INTEREST ON OTHER COMMERC;;;;;;;
PCOP;664100;;664100;;01.07.2020;OMAL;X;ERG.;;;;;;;;;PERTES SUR CREANCES;PERTES SUR CREANCES LIEES A DES PARTICIPATIONS;PERTES SUR CREANCES LIEES;;;;;;;
PCOP;665000;;665000;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Discounts granted;Discounts granted;DISCOUNTS GRANTED;Profit & Loss;EBIT;EBITDA;Operating Margin;Net Sales;Discounts;Deductions
PCOP;666000;;666000;;05.06.2009;JCO;X;ERG.;;;;;;;;;Foreign exchange los;Foreign exchange loss;FOREIGN EXCHANGE LOSS;Profit & Loss;EBIT;EBIT;EBIT;EBIT;Below EBIT;Financial Costs
PCOP;667000;;667000;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Net charges on dispo;Net charges on disposals of marketable securities;NET CHARGES ON DISPOSALS;;;;;;;
PCOP;668000;;668000;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Other financial char;Other financial charges;OTHER FINANCIAL CHARGES;Profit & Loss;EBIT;EBITDA;EBITDA;General and Admin;Bank Fees;Bank Fees
PCOP;671100;;671100;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Exceptional charges;Exceptional charges - penalties/contracts;EXCEPTIONAL CHARGES - PEN;;;;;;;
PCOP;671200;;671200;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Exceptional charges;Exceptional charges - fiscal fines and penalties;EXCEPTIONAL CHARGES - FIS;Profit & Loss;EBIT;EBIT;EBIT;EBIT;Below EBIT;Exceptionnal Costs
PCOP;671300;;671300;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Exceptional charges;Exceptional charges - donations and gifts;EXCEPTIONAL CHARGES - DON;Profit & Loss;EBIT;EBIT;EBIT;EBIT;Below EBIT;Exceptionnal Costs
PCOP;671400;;671400;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Exceptional charges;Exceptional charges - bad debts created during the;EXCEPTIONAL CHARGES - BAD;Profit & Loss;EBIT;EBITDA;EBITDA;General and Admin;Others;Bad Debt
PCOP;671500;;671500;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Exceptional charges;Exceptional charges - grants awarded;EXCEPTIONAL CHARGES - GRA;;;;;;;
PCOP;671700;;671700;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Exceptional charges;Exceptional charges - tax recalls;EXCEPTIONAL CHARGES - TAX;;;;;;;
PCOP;671800;;671800;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Exceptional charges;Exceptional charges - other charges;EXCEPTIONAL CHARGES - OTH;Profit & Loss;EBIT;EBIT;EBIT;EBIT;Below EBIT;Exceptionnal Costs
PCOP;672000;;672000;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Exceptional charges;Exceptional charges - previous years;EXCEPTIONAL CHARGES - PRE;Profit & Loss;EBIT;Others;Others;Others;Others;EBIT
PCOP;675000;;675000;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Carrying value of di;Carrying value of disposed assets;CARRYING VALUE OF DISPOSE;;;;;;;
PCOP;675100;;675100;;09.03.2015;PDUP;X;ERG.;;;;;;;;;VAL.COMPT.DES ELEM.D;VAL.COMPT.DES ELEM.D'ACTIF CEDES - IMMOB;VAL.COMPT.DES ELEM.D'ACTI;;;;;;;
PCOP;675200;;675200;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Carrying value of di;Carrying value of disposed tangible assets;CARRYING VALUE OF DISPOSE;;;;;;;
PCOP;675600;;675600;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Carrying value of di;Carrying value of disposed financial assets;CARRYING VALUE OF DISPOSE;;;;;;;
PCOP;675800;;675800;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Carrying value of di;Carrying value of disposed other assets;CARRYING VALUE OF DISPOSE;;;;;;;
PCOP;678800;;678800;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Other exceptional ch;Other exceptional charges - miscellaneous;OTHER EXCEPTIONAL CHARGES;Profit & Loss;EBIT;Others;Others;Others;Others;EBIT
PCOP;678870;;678870;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Inventory difference;Inventory difference on traded goods (GBB/INV);INVENTORY DIFFERENCE ON T;;;;;;;
PCOP;681010;;681010;;20.06.2011;PDUP;X;ERG.;;;;;;;;;DOT. AMTS. FR.CONSTI;DOT.AUX AMTS. DES FRAIS DE CONSTITUTION;DOT.AUX AMTS. DES FRAIS D;;;;;;;
PCOP;681120;;681120;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Amortization allowan;Amortization allowances for tangible assets;AMORTIZATION ALLOWANCES F;Profit & Loss;EBIT;EBIT;EBIT;EBIT;Below EBITDA;Amortization
PCOP;681180;;681180;;26.06.2019;CENSIO;X;ERG.;;;;;;;;;Amortization allowan;Amortization allowances for tangible assets;AMORTIZATION ALLOWANCES F;;;;;;;
PCOP;681200;;681200;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Amortization allowan;Amortization allowances for deferred operating cha;AMORTIZATION ALLOWANCES F;;;;;;;
PCOP;681500;;681500;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Provisions for opera;Provisions for operating risks and charges;PROVISIONS FOR OPERATING;;;;;;;
PCOP;681501;;681501;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Provisions for opera;Provisions for operating risks and charges;PROVISIONS FOR OPERATING;;;;;;;
PCOP;681610;;681610;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Provisions for impai;Provisions for impairment of intangible assets;PROVISIONS FOR IMPAIRMENT;;;;;;;
PCOP;681620;;681620;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Provisions for impai;Provisions for impairment of tangible assets;PROVISIONS FOR IMPAIRMENT;Profit & Loss;EBIT;EBIT;EBIT;EBIT;Amortization;Amortization
PCOP;681740;;681740;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Provisions for impai;Provisions for impairment of receivables;PROVISIONS FOR IMPAIRMENT;Profit & Loss;EBIT;Others;Others;Others;Others;EBIT
PCOP;686500;;686500;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Provisions for finan;Provisions for financial risks and charges;PROVISIONS FOR FINANCIAL;;;;;;;
PCOP;686620;;686620;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Provisions for impai;Provisions for impairment of financial assets;PROVISIONS FOR IMPAIRMENT;;;;;;;
PCOP;686630;;686630;;09.12.2013;PDUP;X;ERG.;;;;;;;;;Group Loan Impairmen;Group Loan Impairment;GROUP LOAN IMPAIRMENT;;;;;;;
PCOP;686800;;686800;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Other allocations -;Other allocations - financial charges;OTHER ALLOCATIONS - FINAN;;;;;;;
PCOP;687250;;687250;;07.03.2011;PDUP;X;ERG.;;;;;;;;;Exceptional deprecia;Exceptional depreciation allowances;EXCEPTIONAL DEPRECIATION;;;;;;;
PCOP;687300;;687300;;11.06.2009;JCO;X;ERG.;;;;;;;;;Provisions for TEC;Provisions for TEC;PROVISIONS FOR TEC;;;;;;;
PCOP;687500;;687500;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Provisions for excep;Provisions for exceptional risks and charges;PROVISIONS FOR EXCEPTIONA;;;;;;;
PCOP;687600;;687600;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Provisions for excep;Provisions for exceptional impairments;PROVISIONS FOR EXCEPTIONA;;;;;;;
PCOP;691000;;691000;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Employee profit-shar;Employee profit-sharing;EMPLOYEE PROFIT-SHARING;Profit & Loss;EBIT;EBITDA;Operating Margin;Operating Expenses;Direct Cost;Salaries, Benefits & Wages
PCOP;695100;;695100;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Corporate income tax;Corporate income tax (due in National);CORPORATE INCOME TAX (DUE;Profit & Loss;EBIT;EBIT;EBIT;Tax;Tax;Income Tax
PCOP;697000;;697000;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Annual flat-rate cor;Annual flat-rate corporate tax;ANNUAL FLAT-RATE CORPORAT;;;;;;;
PCOP;698100;;698100;;13.07.2012;PDUP;X;ERG.;;;;;;;;;INT.FISCALE CHARGES;INTEGRATION FISCALE CHARGES;INTEGRATION FISCALE CHARG;;;;;;;
PCOP;698900;;698900;;13.07.2012;PDUP;X;ERG.;;;;;;;;;INT.FISCALE PRODUITS;INTEGRATION FISCALE PRODUITS;INTEGRATION FISCALE PRODU;;;;;;;
PCOP;699600;;699600;;06.07.2009;JCO;X;ERG.;;;;;;;;;Apprenticeship tax c;Apprenticeship tax credit;APPRENTICESHIP TAX CREDIT;;;;;;;
PCOP;699700;;699700;;21.11.2008;JCO;X;ERG.;;;;;;;;;Growth SME tax credi;Growth SME tax credit;GROWTH SME TAX CREDIT;;;;;;;
PCOP;705000;;705000;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Studies - (Domestic);Studies - (Domestic);STUDIES - (DOMESTIC);;;;;;;
PCOP;705005;;705005;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Studies - Foreign;Studies - Foreign;STUDIES - FOREIGN;;;;;;;
PCOP;706000;;706000;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Services rendered;Services rendered;SERVICES RENDERED;Profit & Loss;EBIT;EBITDA;Operating Margin;Net Sales;Sales;Gross Sales
PCOP;706005;;706005;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Services rendered -;Services rendered - Foreign;SERVICES RENDERED - FOREI;Profit & Loss;EBIT;EBITDA;Operating Margin;Net Sales;Sales;Gross Sales
PCOP;706015;;706015;;06.07.2012;PDUP;X;ERG.;;;;;;;;;Services rendered -;Services rendered - Intercompany;SERVICES RENDERED - INTER;Profit & Loss;EBIT;EBITDA;Operating Margin;Net Sales;Sales;Gross Sales
PCOP;706020;;706020;;29.06.2012;PDUP;X;ERG.;;;;;;;;;Services rendered -;Services rendered - Adjustments CPT PCA;SERVICES RENDERED - ADJUS;Profit & Loss;EBIT;EBITDA;Operating Margin;Net Sales;Sales;Gross Sales
PCOP;706030;;706030;;07.02.2013;PDUP;X;ERG.;;;;;;;;;Services rendered -;Services rendered - FAE;SERVICES RENDERED - FAE;;;;;;;
PCOP;706100;;706100;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Services rendered -;Services rendered - Subcontracting costs (Domestic;SERVICES RENDERED - SUBCO;Profit & Loss;EBIT;EBITDA;Operating Margin;Net Sales;Sales;Gross Sales
PCOP;706105;;706105;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Services rendered -;Services rendered - Subcontracting costs (Foreign);SERVICES RENDERED - SUBCO;Profit & Loss;EBIT;EBITDA;Operating Margin;Net Sales;Sales;Gross Sales
PCOP;706200;;706200;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Services rendered -;Services rendered - Training;SERVICES RENDERED - TRAIN;Profit & Loss;EBIT;EBITDA;Operating Margin;Net Sales;Sales;Gross Sales
PCOP;706205;;706205;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Services rendered -;Services rendered - Training (Foreign);SERVICES RENDERED - TRAIN;;;;;;;
PCOP;706300;;706300;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Payroll services - (;Payroll services - (Domestic);PAYROLL SERVICES - (DOMES;;;;;;;
PCOP;706305;;706305;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Payroll services - F;Payroll services - Foreign;PAYROLL SERVICES - FOREIG;Profit & Loss;EBIT;EBITDA;Operating Margin;Net Sales;Sales;Gross Sales
PCOP;706400;;706400;;22.05.2007;IGE;X;ERG.;;;;;;;;;Services rendered -;Services rendered - Subcontracting (Domestic);SERVICES RENDERED - SUBCO;;;;;;;
PCOP;706405;;706405;;22.05.2007;IGE;X;ERG.;;;;;;;;;Services rendered -;Services rendered - Subcontracting (Foreign);SERVICES RENDERED - SUBCO;;;;;;;
PCOP;706900;;706900;;23.09.2008;JCO;X;ERG.;;;;;;;;;Services rendered -;Services rendered - (Domestic) non-subject to tax;SERVICES RENDERED - (DOME;;;;;;;
PCOP;708000;;708000;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Supplementary activi;Supplementary activities: Licenses - (Domestic);SUPPLEMENTARY ACTIVITIES:;Profit & Loss;EBIT;EBITDA;Operating Margin;Net Sales;Sales;Gross Sales
PCOP;708005;;708005;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Supplementary activi;Supplementary activities: Licenses - Foreign;SUPPLEMENTARY ACTIVITIES:;Profit & Loss;EBIT;EBITDA;Operating Margin;Net Sales;Sales;Gross Sales
PCOP;708100;;708100;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Supplementary activi;Supplementary activities: Maintenance - (Domestic);SUPPLEMENTARY ACTIVITIES:;;;;;;;
PCOP;708105;;708105;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Supplementary activi;Supplementary activities: Maintenance - Foreign;SUPPLEMENTARY ACTIVITIES:;;;;;;;
PCOP;708200;;708200;;24.04.2007;CCOCUELLE;X;ERG.;;;;;;;;;Supplementary activi;Supplementary activities: Social information - (Do;SUPPLEMENTARY ACTIVITIES:;Profit & Loss;EBIT;EBITDA;Operating Margin;Net Sales;Sales;Gross Sales
PCOP;708205;;708205;;24.04.2007;CCOCUELLE;X;ERG.;;;;;;;;;Supplementary activi;Supplementary activities: Social information - For;SUPPLEMENTARY ACTIVITIES:;;;;;;;
PCOP;708305;;708305;;11.05.2011;PDUP;X;ERG.;;;;;;;;;Intercompany service;Intercompany service provision;INTERCOMPANY SERVICE PROV;Profit & Loss;EBIT;EBITDA;Operating Margin;Net Sales;Sales;Gross Sales
PCOP;708315;;708315;;14.02.2013;PDUP;X;ERG.;;;;;;;;;Intercompany busines;Intercompany business services;INTERCOMPANY BUSINESS SER;;;;;;;
PCOP;708500;;708500;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Reimbursed travel ex;Reimbursed travel expenses - (Domestic);REIMBURSED TRAVEL EXPENSE;Profit & Loss;EBIT;EBITDA;Operating Margin;Net Sales;Sales;Gross Sales
PCOP;708505;;708505;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Reimbursed travel ex;Reimbursed travel expenses - Foreign;REIMBURSED TRAVEL EXPENSE;Profit & Loss;EBIT;EBITDA;Operating Margin;Net Sales;Sales;Gross Sales
PCOP;708600;;708600;;24.04.2007;CCOCUELLE;X;ERG.;;;;;;;;;Shipping expenses -;Shipping expenses - (Domestic);SHIPPING EXPENSES - (DOME;;;;;;;
PCOP;708605;;708605;;24.04.2007;CCOCUELLE;X;ERG.;;;;;;;;;Shipping expenses -;Shipping expenses - Foreign;SHIPPING EXPENSES - FOREI;;;;;;;
PCOP;708700;;708700;;18.02.2010;JCO;X;ERG.;;;;;;;;;Miscellaneous revenu;Miscellaneous revenue (Domestic);MISCELLANEOUS REVENUE (DO;;;;;;;
PCOP;708705;;708705;;18.02.2010;JCO;X;ERG.;;;;;;;;;Miscellaneous revenu;Miscellaneous revenue - Foreign;MISCELLANEOUS REVENUE - F;;;;;;;
PCOP;709600;;709600;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Discounts granted on;Discounts granted on service provision;DISCOUNTS GRANTED ON SERV;Profit & Loss;EBIT;EBITDA;Operating Margin;Net Sales;Discounts;Deductions
PCOP;709610;;709610;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Discounts granted on;Discounts granted on subcontracting costs (Domesti;DISCOUNTS GRANTED ON SUBC;;;;;;;
PCOP;709620;;709620;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Discounts granted on;Discounts granted on subcontracting services;DISCOUNTS GRANTED ON SUBC;;;;;;;
PCOP;709630;;709630;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Discounts granted on;Discounts granted on payroll services;DISCOUNTS GRANTED ON PAYR;;;;;;;
PCOP;713400;;713400;;18.02.2009;JCO;X;ERG.;;;;;;;;;Work in progress;Work in progress;WORK IN PROGRESS;;;;;;;
PCOP;713990;;713990;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Project allocation;Project allocation;PROJECT ALLOCATION;;;;;;;
PCOP;721000;;721000;;10.07.2015;PDUP;X;ERG.;;;;;;;;;PROD.IMMOBILISEE;PRODUCTION IMMOBILISEE incoporels;PRODUCTION IMMOBILISEE IN;;;;;;;
PCOP;739000;;739000;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Partial net revenue;Partial net revenue on completed operations;PARTIAL NET REVENUE ON CO;;;;;;;
PCOP;741100;;741100;;06.11.2008;JCO;X;ERG.;;;;;;;;;Operating subsidies;Operating subsidies;OPERATING SUBSIDIES;;;;;;;
PCOP;751100;;751100;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Royalties for conces;Royalties for concessions, patents, licenses, trad;ROYALTIES FOR CONCESSIONS;;;;;;;
PCOP;758000;;758000;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Miscellaneous operat;Miscellaneous operating revenue;MISCELLANEOUS OPERATING R;Profit & Loss;EBIT;EBITDA;Operating Margin;Net Sales;Sales;Gross Sales
PCOP;761100;;761100;;16.06.2010;SPEU;X;ERG.;;;;;;;;;IC revenue from curr;IC revenue from current accounts;IC REVENUE FROM CURRENT A;;;;;;;
PCOP;761200;;761200;;24.01.2011;PDUP;X;ERG.;;;;;;;;;Intercompany financi;Intercompany financial products;INTERCOMPANY FINANCIAL PR;;;;;;;
PCOP;762100;;762100;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Revenue from equity;Revenue from equity securities;REVENUE FROM EQUITY SECUR;;;;;;;
PCOP;766000;;766000;;03.09.2009;JCO;X;ERG.;;;;;;;;;Foreign exchange gai;Foreign exchange gain;FOREIGN EXCHANGE GAIN;Profit & Loss;EBIT;EBIT;EBIT;EBIT;Below EBIT;Financial Revenue
PCOP;767100;;767100;;13.01.2009;JCO;X;ERG.;;;;;;;;;Net revenue from mar;Net revenue from marketable securities (BPO);NET REVENUE FROM MARKETAB;;;;;;;
PCOP;767200;;767200;;24.11.2008;JCO;X;ERG.;;;;;;;;;Net revenue from mar;Net revenue from marketable securities (SG);NET REVENUE FROM MARKETAB;;;;;;;
PCOP;768000;;768000;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Other financial reve;Other financial revenue;OTHER FINANCIAL REVENUE;Profit & Loss;EBIT;EBIT;EBIT;EBIT;Below EBIT;Financial Revenue
PCOP;771700;;771700;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Tax rebates (excludi;Tax rebates (excluding corporate tax);TAX REBATES (EXCLUDING CO;Profit & Loss;EBIT;EBITDA;Operating Margin;Net Sales;Rebates;Deductions
PCOP;771800;;771800;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Other exceptional re;Other exceptional revenue - management operations;OTHER EXCEPTIONAL REVENUE;;;;;;;
PCOP;772000;;772000;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Exceptional revenue;Exceptional revenue from previous years;EXCEPTIONAL REVENUE FROM;;;;;;;
PCOP;775000;;775000;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Revenue from asset d;Revenue from asset disposals;REVENUE FROM ASSET DISPOS;;;;;;;
PCOP;775020;;775020;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Holding account - di;Holding account - disposal of fixed assets;HOLDING ACCOUNT - DISPOSA;;;;;;;
PCOP;775100;;775100;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Revenue from disposa;Revenue from disposal of intangible assets;REVENUE FROM DISPOSAL OF;Profit & Loss;EBIT;EBIT;EBIT;EBIT;Below EBIT;Gain / (Loss) on Disposal of Assets
PCOP;775200;;775200;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Revenue from disposa;Revenue from disposal of tangible assets;REVENUE FROM DISPOSAL OF;;;;;;;
PCOP;775600;;775600;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Revenue from disposa;Revenue from disposal of financial assets;REVENUE FROM DISPOSAL OF;;;;;;;
PCOP;775800;;775800;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Revenue from disposa;Revenue from disposal of other assets;REVENUE FROM DISPOSAL OF;;;;;;;
PCOP;778800;;778800;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Miscellaneous except;Miscellaneous exceptional revenue;MISCELLANEOUS EXCEPTIONAL;Profit & Loss;EBIT;EBITDA;EBITDA;General and Admin;Others;Other Income
PCOP;781110;;781110;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Reversals of amortiz;Reversals of amortization of intangible assets;REVERSALS OF AMORTIZATION;;;;;;;
PCOP;781120;;781120;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Reversals of amortiz;Reversals of amortization of tangible assets;REVERSALS OF AMORTIZATION;;;;;;;
PCOP;781500;;781500;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Reversals of provisi;Reversals of provisions for operating risks and ch;REVERSALS OF PROVISIONS F;;;;;;;
PCOP;781610;;781610;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Reversals of provisi;Reversals of provisions for impairment of intangib;REVERSALS OF PROVISIONS F;;;;;;;
PCOP;781620;;781620;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Reversals of provisi;Reversals of provisions for impairment of tangible;REVERSALS OF PROVISIONS F;;;;;;;
PCOP;781740;;781740;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Reversals of provisi;Reversals of provisions for impairment of receivab;REVERSALS OF PROVISIONS F;Profit & Loss;EBIT;Others;Others;Others;Others;EBIT
PCOP;786500;;786500;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Reversals of provisi;Reversals of provisions for financial risks and ch;REVERSALS OF PROVISIONS F;;;;;;;
PCOP;786620;;786620;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Reversals of provisi;Reversals of provisions for impairment of financia;REVERSALS OF PROVISIONS F;;;;;;;
PCOP;786630;;786630;;06.03.2018;JGUE;X;ERG.;;;;;;;;;REPR./PROV. DEP C/C;REPR./PROV. POUR DEPREC.DES CPTES COURAN;REPR./PROV. POUR DEPREC.D;;;;;;;
PCOP;787250;;787250;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Reversals of regulat;Reversals of regulated provisions (exceptional dep;REVERSALS OF REGULATED PR;;;;;;;
PCOP;787500;;787500;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Reversals of provisi;Reversals of provisions for exceptional risks and;REVERSALS OF PROVISIONS F;;;;;;;
PCOP;787600;;787600;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Reversals of provisi;Reversals of provisions for exceptional impairment;REVERSALS OF PROVISIONS F;;;;;;;
PCOP;791000;;791000;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Operating charge tra;Operating charge transfers;OPERATING CHARGE TRANSFER;;;;;;;
PCOP;791005;;791005;;11.05.2011;PDUP;X;ERG.;;;;;;;;;Intercompany charge;Intercompany charge transfers;INTERCOMPANY CHARGE TRANS;;;;;;;
PCOP;796000;;796000;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Financial charge tra;Financial charge transfers;FINANCIAL CHARGE TRANSFER;;;;;;;
PCOP;797000;;797000;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Exceptional charge t;Exceptional charge transfers;EXCEPTIONAL CHARGE TRANSF;;;;;;;
PCOP;800996;;800996;;27.03.2007;CCOCUELLE;X;SAKO;;;;;;;;;FI/CO reconciliation;FI/CO reconciliation;FI/CO RECONCILIATION;;;;;;;
PCOP;800997;;800997;;27.03.2007;CCOCUELLE;X;SAKO;;;;;;;;;Inventory change (pr;Inventory change (profit centers);INVENTORY CHANGE (PROFIT;;;;;;;
PCOP;800998;;800998;;27.03.2007;CCOCUELLE;X;SAKO;;;;;;;;;Internal transfers (;Internal transfers (profit centers);INTERNAL TRANSFERS (PROFI;;;;;;;
PCOP;800999;;800999;;27.03.2007;CCOCUELLE;X;SAKO;;;;;;;;;Sales (profit center;Sales (profit centers);SALES (PROFIT CENTERS);;;;;;;
PCOP;888888;X;888888;;25.08.2015;PDUP;;SAKO;;;;;;;;;Carry forward;Carry forward;CARRY FORWARD;;;;;;;
PCOP;890000;X;890000;;27.03.2007;CCOCUELLE;;SAKO;;;;;;;;;Migration recovery;Migration recovery;MIGRATION RECOVERY;;;;;;;
PCOP;890100;X;890100;;03.08.2007;IGE;;SAKO;;;;;;;;;Migration recovery -;Migration recovery - fixed assets;MIGRATION RECOVERY - FIXE;;;;;;;
PCOP;890200;X;890200;;21.01.2008;IGE;;SAKO;;;;;;;;;Migration recovery -;Migration recovery - customers;MIGRATION RECOVERY - CUST;;;;;;;
PCOP;890300;X;890300;;21.01.2008;IGE;;SAKO;;;;;;;;;Migration recovery -;Migration recovery - suppliers;MIGRATION RECOVERY - SUPP;;;;;;;
PCOP;890400;X;890400;;30.01.2008;IGE;;SAKO;;;;;;;;;Migration recovery -;Migration recovery - capital and reserves;MIGRATION RECOVERY - CAPI;;;;;;;
PCOP;890500;X;890500;;30.01.2008;IGE;;SAKO;;;;;;;;;Migration recovery -;Migration recovery - payroll/social organizations;MIGRATION RECOVERY - PAYR;;;;;;;
PCOP;890600;X;890600;;30.01.2008;IGE;;SAKO;;;;;;;;;Migration recovery -;Migration recovery - VAT;MIGRATION RECOVERY - VAT;;;;;;;
PCOP;890700;X;890700;;30.01.2008;IGE;;SAKO;;;;;;;;;Migration recovery -;Migration recovery - cash/banks/values;MIGRATION RECOVERY - CASH;;;;;;;
PCOP;890800;X;890800;;30.01.2008;IGE;;SAKO;;;;;;;;;Migration recovery -;Migration recovery - others;MIGRATION RECOVERY - OTHE;;;;;;;
PCOP;900600;X;900600;;16.06.2022;JGUE;;SAKO;;;;;;;;;Internal sales RRICB;Internal sales RRICB;INTERNAL SALES RRICB;;;;;;;
PCOP;900700;X;900700;;16.06.2022;JGUE;;SAKO;;;;;;;;;Internal sales RRICB;Internal sales RRICB;INTERNAL SALES RRICB;;;;;;;
PCOP;900900;;900900;;15.12.2023;JGUE;X;SAKO;;;;;;;;;INT SALES RRICB;INT SALES RRICB;INT SALES RRICB;;;;;;;
