WBS element,Name,Company code,Profit center (BU),Revenue Type,Direct/Ind./Interco,Countries (End Client),Sales Rep
EXA*TIG_GENTHERM_SUPPORT,EXA US works TIG GENTHERM SUPPORT,F055,SAP/SF US,AMS,Intercos North America,USA,0
EXA*TIG_HOLCIM_AMRISE,EXAUS WORKS TIG HOLCIM AMRISE,F055,SAP/SF US,Project,Intercos North America,USA,0
EXA*TIG_HUBBELL_SUPPORT,EXASERV US TIG HUBBELL SUPPORT,F055,SAP/SF US,AMS,Intercos North America,USA,0
EXA*TIG_INTERNAL,EXAUS WORKS TIG INTERNAL,F055,SAP/SF US,Project,Intercos North America,USA,0
EXA*TIG_JOHN_DEERE,EXAUS WORKS TIG JOHN DEERE,F055,SAP/SF US,Project,Intercos North America,USA,0
EXA*TIG_LUCID_BF_CHANGE,EXA US works TIG LUCID BF CHANGE,F055,TIG,,Intercos North America,,
EXA*TIG_LUCID_PROMOTION,EXAUS WORKS TIG LUCID PROMOTION,F055,SAP/SF US,AMS,Intercos North America,USA,0
EXA*TIG_METALLUS_ACT2.0,EXAUS WORKS TIG METALLUS_ACT2.0,F055,TIG,,Intercos North America,,
EXA*TIG_METALLUS_SUPPORT,EXASERV US TIG METALLUS SUPPORT,F055,TIG,AMS,Intercos North America,,
EXA*TIG_ODYSSEY_SUPPORT,EXAUS WORKS TIG odyssey support,F055,SAP/SF US,AMS,Intercos North America,USA,0
EXA*TIG_PARADOX_AI,EXAUS WORKS TIG PARADOX AI,F055,SAP/SF US,Project,Intercos North America,USA,0
EXA*TIG_PPFA_SUPPORT,EXAUS WORKS TIG PPFA SUPPORT,F055,TIG,,Intercos North America,,
EXA*TIG_SALES,EXASERV US TIG SALES,F055,TIG,,Intercos North America,,
EXA*TIG_SOUTHWIRE,EXAUS WORKS TIG SOUTHWIRE,F055,TIG,,Intercos North America,,
EXA*UK_AMSOPTIM_NB,EXAUS W/ HRP_UK AMSOPTIM NB,F055,SAP/SF US,,Intercos Outside NA,,
EXA*UK_PAYROLL_NB,EXAUS W/ HRP_UK PAYROLL NB,F055,SAP/SF US,,Intercos Outside NA,,
EXA*VINCI_MIGRATION_PROJ,EXA*VINCI_MIGRATION_PROJECT,F055,SAP/SF US,,,,
EXA*VINCI_STAFF_AUG,EXA*VINCI_STAFF_AUGMENTATION,F055,SAP/SF US,,,,
EXA*WD_CHANEL_AMS,DXASERV W/ WD CHANEL AMS,F055,Workday,AMS,Intercos Outside NA,EUROPE,0
EXA*WD_INDEPENDENTS_REG,EXASERV W/ HRP WD INDEPENDENTS REGIE,F055,Workday,,,,
EXA*WD_KYRIBA_PROJECT,EXASERV W/ HRP WD KYRIBA PROJECT,F055,Workday,Project,Intercos Outside NA,EUROPE,0
EXA*WOODGRAIN_ECP,EXASERV WOODGRAIN ECP,F055,SAP/SF US,,,,
EXA*WOODGRAIN_ECP_SUPP_(new),EXA*WOODGRAIN_ECP_SUPP,F055,SAP/SF US,,,,
EXA*WOODGRAIN_ECP_T&M,EXASERV WOODGRAIN ECP T&M,F055,SAP/SF US,,,,
EXA*WOODGRAIN_WFS,EXASERV WOODGRAIN WFS,F055,Workforce,Project,Direct customer,USA,0
EXA_US*TIG_LUCID_SUPPORT,EXAUS WORKS TIG LUCID SUPPORT,F055,SAP/SF US,AMS,Intercos North America,USA,0
EXA_US*TIG_WALGREENS*SUP,EXASERV US TIG WALGREENS*SUPPORT,F055,SAP/SF US,AMS,Intercos North America,USA,0
EXAS*DDGAUS_ELECTRANET,EXAUS W/ DDGAUS_ELECTRANET,F055,SAP/SF US,,,,
EXAS*GAIUS_VAT,EXASERV W/ GAIUS_VAT,F055,SAP/SF US,,,,
EXAS*HRPSGP_DFS_PH2,EXASERV W/ HRPSGP _DFS_PH2,F055,SAP/SF US,,,,
EXAS*HRPSGP_NTUC_EC,EXASERV W/ HRPSGP _NTUC_EC,F055,SAP/SF US,,,,
EXAS*HRPSGP_NTUC_TT,EXASERV W/ HRPSGP _NTUC_TIME TRACK,F055,SAP/SF US,,,,
EXAS*HRVN_SACOM_PHASE1,EXASERV W/ HRPVN_SACOM_PHASE1,F055,SAP/SF US,,,,
EXASERV*AIT_AMS,EXASERV AIT AMS,F055,SAP/SF US,,,,
EXASERV*CBL_FAURECIA,HRP US w/ HRP CBL FAURECIA,F055,SAP/SF US,Project,Intercos Outside NA,EUROPE,0
EXASERV*CURIO_PROJECT,EXA CURIO PROJECT,F055,SAP/SF US,Project,Direct customer,USA,0
EXASERV*CURIO_T&M,EXA CURIO T&M,F055,SAP/SF US,Project,Direct customer,USA,0
EXASERV*ERCOT_SUCCESSION,EXASERV ERCOT SUCCESSION,F055,SAP/SF US,Project,,,
EXASERV*ERCOT_SUPPORT,EXASERV ERCOT SUPPORT,F055,SAP/SF US,AMS,,,
EXASERV*ERCOT_T&M,EXASERV ERCOT T&M,F055,SAP/SF US,Project,,,
EXASERV*JAMAICA_CO_T&M,EXASERV JAMAICA CO T&M,F055,SAP/SF US,,,,
EXASERV*LOREAL_PROJ,EXASERV LOREAL PROJ,F055,SAP/SF US,,,,
EXASERV*SEALED_AIR_TRS,EXASERV*SEALED_AIR_TRS PROJECT,F055,SAP/SF US,,,,
EXASERV*SOJITZ_SUPPORT,EXASERV SOJITZ SUPPORT,F055,SAP/SF US,AMS,Direct customer,USA,0
EXASERV*TIG_MICROEXCEL,EXAUS WORKS TIG MICROEXCEL,F055,TIG,,Intercos North America,,
EXASERV*VEECO_SF,EXASERV VEECO SF,F055,SAP/SF CA,,,,
EXASERV*VERANO_IMPLEMENT,EXASERV VERANO IMPLEMENTATION_PROJECT,F055,SAP/SF US,,,,
EXASERV*VERANO_MPS,EXASERV VERANO MPS,F055,BPO,BPO,Direct customer,USA,0
EXASERV*VISKASE_PAHSE_1,EXASERV VISKASE PHASE 1,F055,SAP/SF US,,,,
EXASERV*VISKASE_T&M,EXASERV VISKASE T&M,F055,SAP/SF US,,,,
EXASERV*WFS_INTRIZEN,EXASERV WFS INTRIZEN PROJECT,F055,Workforce,,,,
EXASERV*WHITAKER_EXP,EXASERV - WHITAKER EXPENSES (sbur),F055,Admin,,,,
EXASERV_US*ADMIN,EXASERV_US*NB ADMIN,F055,Workforce,Project,Intercos North America,Canada,0
EXASERV_US*ADVISORY,EXASERV_US*ADVISORY,F055,Admin,,,,
EXASERV_US*AVHRC_AURORA,EXASERV US WORKS AVHRC AURORA,F055,SAP/SF US,,,,
EXASERV_US*BENCH,EXASERV_US*NB BENCH,F055,Admin,,,,
EXASERV_US*BUSINESS,EXASERV_US*NB BUSINESS,F055,Admin,,,,
EXASERV_US*CBL,EXAUS W/ CBL,F055,SAP/SF US,,,,
EXASERV_US*CBL1,EXASERV W/ GAIUS BURCKHARDT,F055,SAP/SF US,,,,
EXASERV_US*CCFLEX,EXASERV_US*CC FLEX,F055,SAP/SF US,Licence,,,
EXASERV_US*CODEBOT,EXASERV_US* CODEBOT,F055,SAP/SF US,Project,Intercos Outside NA,EUROPE,0
EXASERV_US*EVENTS,EXASERV_US*NB EVENTS,F055,Admin,,,,
EXASERV_US*GAIUS,EXASERV W/ GAIUS,F055,SAP/SF US,,,,
EXASERV_US*HRP_ONHR,EXASERV W/ HRP ONHR INTERNAL PROJECT,F055,SAP/SF US,,Intercos North America,,
EXASERV_US*TIG_HILMAR,EXAUS WORKS TIG HILMAR,F055,SAP/SF US,Project,Intercos North America,USA,0
EXASERV_US*TIG_NETJETS,EXAUS WORKS TIG NETJETS,F055,SAP/SF US,Project,Intercos North America,USA,0
EXASERV_US*TRAINING,EXASERV_US*NB TRAINING,F055,SAP/SF US,,,,
EXASERV_US*WD,EXAUS W/ HRP_WD,F055,Workday,,,,
EXASERV_US*WHITAKER,EXASERV_US*WHITAKER,F055,SAP/SF US,,,,
EXAUS*CBL_CURIUM,EXASERV US WORKS CBL CURIUM,F055,SAP/SF US,,,,
EXAUS*CBL_CURIUM_BPO,EXAUS WORKS CBL_CURIUM_BPO,F055,SAP/SF US,,,,
EXPERTEC*PROJ,INTALENT EXPERTEC PROJ,F057,Other (Intalent),Project,Direct customer,Canada,Mathieu
EXSEQUOR*CONSULT,EXSEQUOR*CONSULTANCY,F037,SAP/SF CA,,,,
HRPCA*EXTENDHAC_WD_NB,HRPCA*ExtendHac_WD_NB,F037,Workday,,,,
EXAUS*CBL_CURIUM_CR,EXAUS WORKS CBL_CURIUM_CHANGE REQUESTS,F055,BPO,BPO,Direct customer,USA,0
GEOSOURCE*LIC_SF,HRP CANADA GEOSOURCE LICENCE SAP,F037,SAP/SF CA,Licence,Direct customer,Canada,Fredo
GEOSOURCE*HRPC*AMES,GEOSOURCE*HRPC*AMES,F037,SAP/SF CA,AMS,,,
GEOSOURCE*HRPC*AMES_ADMI,GEOSOURCE*hrpc*ames_admi,F037,SAP/SF CA,AMS,,,
F055*CHECKERS*ONB20,CHECKERS*ONB20,F055,SAP/SF CA,,Intercos North America,,
F055*F037*BCT*AMS Y2527,F055*F037*BCT*AMS Y2527,F055,SAP/SF CA,,Intercos North America,,
F055*F037*BCT*AMSY24,F055*F037*BCT*AMSY24,F055,SAP/SF US,,Intercos North America,,
GLOBAL_XL*INTLT_PRE_ACQU,INTALENT GLOBAL PRE ACQUSITION,F057,Other (Intalent),,,,
F055*F037*BRAM RCM ONB,EXA w/ HRP Canada Bram RCM ONB,F055,SAP/SF US,Project,Intercos North America,USA,0
F055*F037*BRAM*RCMONBCR3,F055*F037*BRAM*RCMONBCR3,F055,SAP/SF CA,,Intercos North America,,
F055*F037*BSF AMS,F055*F037*BSF AMS,F055,SAP/SF CA,,Intercos North America,,
F055*F037*CBS ONB ECC,EXA w/ HRP Canada CBS ONB ECC,F055,SAP/SF US,,Intercos North America,,
F055*F037*DISCO*SF IMP,F055*F037*Disco*SF IMP,F055,SAP/SF CA,,Intercos North America,,
F055*F037*ESFOX*AMS,F055*F037*ESFOX*AMS,F055,SAP/SF CA,AMS,Intercos North America,Canada,
F055*F037*INFRA ONTARIO,F055*F037*Infra Ontario,F055,SAP/SF CA,,Intercos North America,,
F055*F037*INFRA*ON ADMIN,F055*F037*INFRA*ON ADMIN,F055,SAP/SF US,,Intercos North America,,
F055*F037*INFRA*ON AMS,F055*F037*INFRA*ON AMS,F055,SAP/SF US,,Intercos North America,,
F055*F037*LSC AMS,F055*F037*LSC AMS,F055,SAP/SF US,,Intercos North America,,
F055*F037*LSC AMS ADMIN,F055*F037*LSC AMS ADMIN,F055,SAP/SF US,,Intercos North America,,
F055*F037*LSC_AMES,F055*F037*LSC_AMES,F055,SAP/SF CA,AMS,Intercos North America,,
F055*F037*MELOCHE AMS,F055*F037*Meloche AMS,F055,SAP/SF US,,Intercos North America,,
F055*F037*OEB*AMS,F055*F037*OEB*AMS,F055,SAP/SF US,,Intercos North America,,
F055*F037*OEB*AMS ADMIN,F055*F037*OEB*AMS ADMIN,F055,SAP/SF US,,Intercos North America,,
GREENSHIELD*ANALYSE,INTALENT GREENSHIELD*PROJECT ANALYSE,F057,Other (Intalent),,,,
GREENSHIELD*CONFIG,INTALENT GREENSHIELD*PROJECT CONFIG,F057,Other (Intalent),,,,
GREENSHIELD*GEST_PROJ,INTALENT GREENSHIELD*PROJECT GEST PROJET,F057,Other (Intalent),,,,
GREENSHIELD*MEETING,INTALENT GREENSHIELD MEETING,F057,Other (Intalent),,,,
F055*F095* DOL*AMS SF Y2,F055*F095* DOL*AMS SF Y2,F055,SAP/SF CA,,Intercos North America,,
GROUPESESAME*INTRANET,INTALENT GROUPESESAME*INTRANET,F057,Other (Intalent),AMS,,,
GPX*HRP_CANADA_SEMINAR,GROUPEX / HRP CA SEMINAR,F086,Admin,,,,
F086*F037*DOMTAR*UKG,F086*F037*Domtar*UKG,F086,UKG,,Intercos North America,,
F086*F037*LOOKOUT*WFS,F086*F037*Lookout*WFS,F086,Workforce,,Intercos North America,,
F086*F079*NETJETS*WFS,F086*F079*NetJets*WFS,F086,Workforce,,Intercos North America,,
F086*F095*ENERLEX*SOW 1,F086*F095*Enerlex*SOW 1,F086,Workforce,,Intercos North America,,
F086*F095*CHR*CHR,F086*F095*CHR*CHR,F086,Workforce,,Intercos North America,,
F086*F055*WOODGRAIN*WFS,Exaserv Woodgrain WFS SOW 1,F086,Workforce,,Intercos North America,,
F086*F095*BIZDEV_STRAT,F086*F095*BIZDEV_STRAT,F086,Admin,,Intercos North America,,
F086*F095*BALCAN*BALCAN,IN-RGY UKG Balcan,F086,UKG,,Intercos North America,,
F086*F095*AGROPUR*AGRO,UKG US*IN-RGY_Agropur,F086,UKG,,Intercos North America,,
F086*F037*HALTON PO*WFS,HR Path WFS Halton Police,F086,Workforce,,Intercos North America,,
F086*F079*WOODGRAIN*WFS,HR Path WFS Woodgrain,F086,Workforce,,Intercos North America,,
F086*F095*ENERGIR*UKG,IN-RGY UKG Energir,F086,UKG,,Intercos North America,,
F086*F095*TECK*WFS_TECK,GRPX w/ IN-RGY WFS Teck Resources,F086,Workforce,,Intercos North America,,
GRPX*EXA*MSC_SUPPORT,GRPX*EXA*MSC_SUPPORT,F086,Workforce,,Intercos North America,,
GRPX*EXA*HAWORTH*AMS_SUP,GRPX*EXA*HAWORTH*AMS_SUPPORT,F086,Workforce,,Intercos North America,,
GRPX*EXA*SPX_AMS,GRPX*EXA*SPX_AMS,F086,Workforce,,Intercos North America,,
F086*F079*HAWORTH*WFS,F086*F079*Haworth*WFS,F086,Workforce,,Intercos North America,,
F086*F079*MSC DIRECT*WFS,F086*F079*MSC Direct*WFS,F086,Workforce,,Intercos North America,,
F086*F079*SPX FLOW*WFS,F086*F079*SPX Flow*WFS,F086,Workforce,,Intercos North America,,
F086*F055*HAWORTH*WFS,EXASERV:Exaserv WFS - MSC Direct,F086,Workforce,,Intercos North America,,
F086*F055*MSC DIRECT*WFS,EXASERV:Exaserv WFS - Haworth,F086,Workforce,,Intercos North America,,
F086*F055*SPX FLOW*WFS,EXASERV:Exaserv WFS - SPX Flow,F086,Workforce,,Intercos North America,,
F086*F055*WFS GLC*WFS,F086*F055*WFS GLC*WFS,F086,Workforce,,Intercos North America,,
F086*F037*AGROPUR*AS SUP,F086*F037*Agropur*AS Sup,F086,Workforce,,Intercos North America,,
F086*F095*TEK*WFS T&A,F086*F095*TEK*WFS T&A,F086,Workforce,,Intercos North America,,
F086*F037*LOOKOUT*EC CPI,F086*F037*Lookout*EC CPI,F086,Workforce,,Intercos North America,,
F086*F095*VHN*WFM MIG,F086*F095*VHN*WFM mig,F086,Workforce,,Intercos North America,,
F086*F003*ETEX,F086*F003*Etex,F086,Workforce,,Intercos North America,,
F086*F037*RESOLUTE,F086*F037*RESOLUTE,F086,Workforce,,Intercos North America,,
F086*F095*KRUGER*UKG MIG,F086*F095*Kruger*UKG mig,F086,UKG,,Intercos North America,,
F086*F077*GROUPE SEB,F086*F077*Groupe SEB,F086,Workforce,,Intercos Outside NA,,
HALTON*HALTON_WFS,Halton*Halton_WFS,F086,Workforce,,,,
ALLIANCE*WFS_SOW 1,Alliance Coal:Alliance WFS Discovery SOW,F086,Workforce,,,,
ASRC*WFS_SOW 1,ASRC Energy Services:Alaska Energy WFS S,F086,Workforce,,,,
ASRC*WFS_SOW 2,ASRC Energy Services:Alaska WFS AMS SOW,F086,Workforce,,,,
ATS*SF_AMS_SOW26,ATS Automation Tooling Systems Inc:ATS S,F086,SAP/SF CA,,,,
ATS*SF_AMS_SOW25,ATS Automation Tooling Systems Inc:ATS W,F086,SAP/SF CA,,,,
ATS*WFS_IA_SOW27,ATS Automation Tooling Systems Inc:ATS W,F086,Workforce,,,,
ATS*WFS_SOW24_PA,ATS Automation Tooling Systems Inc:ATS W,F086,Workforce,,,,
ATS*WFS_SOW28,ATS Automation Tooling Systems Inc:ATS W,F086,Workforce,,,,
ATS*WFS_SOW29,ATS Automation Tooling Systems Inc:ATS W,F086,Workforce,,,,
CORNING*UKG_SOLAR,Corning:Corning UKG Solar,F086,UKG,,,,
CORNING*UKG_SOW_2,Corning:Corning UKG SOW 2,F086,UKG,,,,
DELOITTE*WFS_EDMONT,Deloitte:Deloitte WFS City of Edmonton T,F086,Workforce,,,,
DEVON*WFS_AMS_GOLD,Devon Energy:Devon WFS AMS Gold,F086,Workforce,,,,
DEVON*WFS_AMS_SOW2,Devon Energy:Devon WFS AMS Gold SOW 2,F086,Workforce,,,,
DHX MEDIA*UKG_SUPP,DHX Media:DHX UKG Support,F086,UKG,,,,
DUQUESNE*WFS_AUG,Duquesne Light Company:DLC WFS Staff Aug,F086,Workforce,,,,
ELEVATE*UKG_SOW_1,Elevate Textiles:Elevate UKG SOW 1,F086,UKG,,,,
ENERGY*WFS_AMS,Energy Harbor:Energy Harbor WFS AMS,F086,Workforce,,,,
ENERGY*WFS_AMS_SOW3,Energy Harbor:Energy Harbor WFS AMS SOW,F086,Workforce,,,,
EVERSOURCE*AMS_GOLD_12,Eversource Energy Service Company:Everso,F086,Workforce,,,,
EVERSOURCE*WFS_ACT_14,Eversource Energy Service Company:Everso,F086,Workforce,,,,
EVERSOURCE*WFS_AMS_13,Eversource Energy Service Company:Everso,F086,Workforce,,,,
EVERSOURCE*WFS_FRD,Eversource Energy Service Company:Everso,F086,Workforce,,,,
EVR*AMS_SOW4,EVR Operations:Teck AMS SOW 4 - GOLD,F086,Workforce,,,,
FM.MOTOR*TEN_WFS_SOW1,Federal Mogul Motorparts LLC:Tenneco WFS,F086,Workforce,,,,
FM.POWER*DRI_WFS_SOW1,Federal Mogul Powertrain LLC:DRIV WFS SO,F086,Workforce,,,,
FRASER*UKG_SOW_1,Fraser Health:Fraser UKG SOW 1,F086,UKG,,,,
IBM CANADA*LIBERT_WFS,IBM Canada:IBM Liberty WFS,F086,Workforce,,,,
IBM CANADA*WFS_TTC,IBM Canada:IBM WFS TTC,F086,Workforce,,,,
LERNERS*UKG_AMS,Lerners LLP:Lerners UKG AMS,F086,UKG,,,,
LIVINGSTON*SF_AMS_SOW5,Livingston International:Livingston SF S,F086,SAP/SF CA,,,,
LOOKOUT HOUSING*AMS_SOW1,Lookout Housing and Health Society:Looko,F086,Workforce,,Intercos North America,,
MSG*WFS_SOW17,Madison Square Gardens:MSG WFS SOW 17 AM,F086,Workforce,,,,
MSG*WFS_SOW18,Madison Square Gardens:MSG WFS SOW 18 Pa,F086,Workforce,,,,
MSG*WFS_SOW19,Madison Square Gardens:MSG WFS SOW 19 SS,F086,Workforce,,,,
MSG*WFS_SOW20,Madison Square Gardens:MSG WFS SOW 20 AM,F086,Workforce,,,,
MATTR*SF_AMS,Mattr Infrastructure Technologies:Mattr,F086,SAP/SF CA,,,,
MLSE*WFS_SUITE,MLSE:MLSE WFS Suite Enablement,F086,Workforce,,,,
RED THREE*UKG_NY,Red Three Consulting:Red Three UKG New Y,F086,UKG,,,,
REH*UKG_SUPP,REH Services Company:REH UKG Support,F086,UKG,,,,
RIZING*DLC_WFS_STAFF,Rizing:Rizing DLC WFS Staff-Aug,F086,Workforce,,,,
RIZING*MS_WFS_SUPP,Rizing:Rizing Microsoft WFS Short-Term S,F086,Workforce,,,,
RIZING*MS_WFS_STAFF,Rizing:Rizing Microsoft WFS Staff-Aug,F086,Workforce,,,,
RIZING*AMS_FWS_STAFF,Rizing:Rizing Various AMS WFS Staff-Aug,F086,Workforce,,,,
RIZING*WFS_NW_NATUR,Rizing:Rizing WFS Northwest Natural,F086,Workforce,,,,
SAP*CLOUD_VANC,"SAP Canada, Inc.:Cloud Choice - Vancouve",F086,Workforce,,,,
SAPUTO*WFS_SOW1,Saputo:Saputo WFS SOW 1 (US),F086,Workforce,,,,
STANISLAUS*UKG_SOW_1,Stanislaus Food Products:Stanislaus UKG,F086,UKG,,,,
STERIS*UKG_SOW_1,STERIS Corporation:STERIS UKG SOW 1,F086,UKG,,,,
TBH*UKG_AMS,Thunder Bay Regional Health Sciences Cen,F086,UKG,,,,
TRINITY*UKG_SOW_1,Trinity Industries:Trinity UKG SOW 1,F086,UKG,,,,
VW*WFS_AMS_2324,Volkswagen Group of America:VW WFS AMS G,F086,Workforce,,,,
VW*WFS_AMS_2425,Volkswagen Group of America:VW WFS AMS G,F086,Workforce,,,,
YMCA*UKG_AMS,YMCA of Niagara:YMCA Niagara UKG AMS,F086,UKG,,,,
GROUPEX*PROJECT1,Alliance Coal:Alliance WFS Discovery SOW,F086,Workforce,,,,
MADISON*SUPPORT,MADISON SUPPORT,F086,Workforce,,,,
SCOTIABANK*SUPPORT,SCOTIABANK*SUPPORT,F086,Workforce,,,,
ASRC*WFS_AMS_SOW2,ASRC*WFS_AMS_SOW2,F086,Workforce,,,,
ATS*WFS_PA_SOW24,ATS*WFS_PA_SOW24,F086,Workforce,,,,
ATS*WFS_AMS_SOW29,ATS*WFS_AMS_SOW29,F086,Workforce,,,,
CORNING*UKG_AMS_SOW2,Corning*UKG_AMS_SOW2,F086,UKG,,,,
DUQUESNE*WFS_REP_SOW2,Duquesne*WFS_REP_SOW2,F086,Workforce,,,,
DUQUESNE*WFS_STAFFAUG,Duquesne*WFS_STAFFAUG,F086,Workforce,,,,
ELEVATE*UKG_AMS_SOW2,Elevate*UKG_AMS_SOW2,F086,UKG,,,,
ENERGY*FATIGUE_SOW4,Energy*FATIGUE_SOW4,F086,Workforce,,,,
EVERSOURCE*ACT_SOW15,Eversource*ACT_SOW15,F086,Workforce,,,,
EVERSOURCE*AMS_SOW13,Eversource*AMS_SOW13,F086,Workforce,,,,
EVERSOURCE*AMS_SOW16,Eversource*AMS_SOW16,F086,Workforce,,,,
EVR*AMS_GOLD_SOW4,EVR*AMS_Gold_SOW4,F086,Workforce,,,,
FRASER*UKG_SOW1,Fraser*UKG_SOW1,F086,UKG,,,,
GE VERNOVA*FIELDCORE_WFS,GE Vernova*FIELDCORE_WFS,F086,Workforce,,,,
HYDRO ONE*WFS_SOW1,Hydro One*WFS_SOW1,F086,Workforce,,,,
JBS*UKG_SOW1,JBS*UKG_SOW1,F086,UKG,,,,
MSG*PAYRULE_SOW18,MSG*PAYRULE_SOW18,F086,Workforce,,,,
MSG*SSO_SOW19,MSG*SSO_SOW19,F086,Workforce,,,,
MSG*AMS_GOLD_SOW20,MSG*AMS_GOLD_SOW20,F086,Workforce,,,,
SAPUTO*AU_SOW1,Saputo*AU_SOW1,F086,Workforce,,,,
SAPUTO*CA_SOW1,Saputo*CA_SOW1,F086,Workforce,,,,
SAPUTO*US_SOW1,Saputo*US_SOW1,F086,Workforce,,,,
SCOTIABANK*WFS_AMS_P&C,Scotiabank*WFS_AMS_P&C,F086,Workforce,,,,
SCOTIABANK*WFS_AMS_2425,Scotiabank*WFS_AMS_2425,F086,Workforce,,,,
SIFTON*UKG_AMS,Sifton*UKG_AMS,F086,UKG,,,,
SIFTON*UKG_LEAVE_SOW2,Sifton*UKG_LEAVE_SOW2,F086,UKG,,,,
STERIS*UKG_SOW1,STERIS*UKG_SOW1,F086,UKG,,,,
TBRHSC*UKG_AMS,TBRHSC*UKG_AMS,F086,UKG,,,,
TRINITY*UKG_SOW1,Trinity*UKG_SOW1,F086,UKG,,,,
UKG US*AIR_DIST,UKG US*AIR_DIST,F086,UKG,,,,
UKG US*ASSINIBOINE,UKG US*ASSINIBOINE,F086,UKG,,,,
UKG US*BRANDT,UKG US*BRANDT,F086,UKG,,,,
UKG US*BROCKVILLE,UKG US*BROCKVILLE,F086,UKG,,,,
UKG US*CAMBRIDGE,UKG US*CAMBRIDGE,F086,UKG,,,,
UKG US*CARGOJET,UKG US*CARGOJET,F086,UKG,,,,
UKG US*CHRISTIAN,UKG US*CHRISTIAN,F086,UKG,,,,
UKG US*SANTA_MONICA,UKG US*SANTA_MONICA,F086,UKG,,,,
UKG US*COMPASS,UKG US*COMPASS,F086,UKG,,,,
UKG US*CTB,UKG US*CTB,F086,UKG,,,,
UKG US*CRANE,UKG US*CRANE,F086,UKG,,,,
UKG US*DAVIES_WARD,UKG US*DAVIES_WARD,F086,UKG,,,,
UKG US*DETROIT,UKG US*DETROIT,F086,UKG,,,,
UKG US*EXCEL,UKG US*Excel,F086,UKG,,,,
UKG US*FAYOLLE,UKG US*FAYOLLE,F086,UKG,,,,
UKG US*FRIESENS,UKG US*FRIESENS,F086,UKG,,,,
UKG US*GOWAY,UKG US*GOWAY,F086,UKG,,,,
UKG US*HALIFAX,UKG US*HALIFAX,F086,UKG,,,,
UKG US*HCL_TECH,UKG US*HCL_TECH,F086,UKG,,,,
UKG US*IMPACT,UKG US*IMPACT,F086,UKG,,,,
UKG US*KENSINGTON,UKG US*KENSINGTON,F086,UKG,,,,
UKG US*LISTOWEL,UKG US*LISTOWEL,F086,UKG,,,,
UKG US*MARENTETTE,UKG US*MARENTETTE,F086,UKG,,,,
UKG US*MARKLUND,UKG US*MARKLUND,F086,UKG,,,,
UKG US*METRO,UKG US*METRO,F086,UKG,,,,
UKG US*MIDDLESEX,UKG US*MIDDLESEX,F086,UKG,,,,
UKG US*NEMAK,UKG US*NEMAK,F086,UKG,,,,
UKG US*OPTIONS,UKG US*OPTIONS,F086,UKG,,,,
UKG US*PERRY'S,UKG US*PERRY'S,F086,UKG,,,,
UKG US*RICHMOND,UKG US*RICHMOND,F086,UKG,,,,
UKG US*ROYAL_OTTAWA,UKG US*ROYAL_OTTAWA,F086,UKG,,,,
UKG US*SIGNATURE,UKG US*SIGNATURE,F086,UKG,,,,
UKG US*SOUTH_BRUCE,UKG US*SOUTH_BRUCE,F086,UKG,,,,
UKG US*TB,UKG US*TB,F086,UKG,,,,
UKG US*U_OF_T,UKG US*U_OF_T,F086,UKG,,,,
UKG US*WINDSOR_REG_HOSP,UKG US*WINDSOR_REG_HOSP,F086,UKG,,,,
UKG US*WINSPORT,UKG US*WINSPORT,F086,UKG,,,,
UKG US*WOLF_GREENFIELD,UKG US*WOLF_GREENFIELD,F086,UKG,,,,
VW*WFS_AMS_2024-2025,VW*WFS_AMS_2024-2025,F086,Workforce,,,,
WORKFORCE*P&G,WorkForce*P&G,F086,Workforce,,,,
TBRHSC*UKG_AMS_SOW 2,TBRHSC*UKG_AMS_SOW 2,F086,UKG,,,,
SHAW*HC_WFS_SOW 1,Shaw*HC_WFS_SOW 1,F086,Workforce,,,,
ARAMARK*WFS_LOI,Aramark*WFS_LOI,F086,Workforce,,,,
PHOENIX*HECO_WFS LOI,Phoenix*HECO_WFS LOI,F086,Workforce,,,,
UKG US*METRO SOW 2,UKG US*Metro SOW 2,F086,UKG,,,,
BAKER *WFS_ACT,Baker *WFS_ACT,F086,Workforce,,,,
MSG*WFS_SSO_STAFF-AUG,MSG*WFS_SSO_Staff-Aug,F086,Workforce,,,,
UKG US*NEMAK USA,UKG US*NEMAK USA,F086,UKG,,,,
UKG US*S_AVIATION,UKG US*S_Aviation,F086,UKG,,,,
UKG US*SCH_VILLAGES INC,UKG US*SCH_Villages Inc,F086,UKG,,,,
UKG US*UNI_OF_PEI,UKG US*Uni_of_PEI,F086,UKG,,,,
ATS* SOW 28 RE-ORG AMS,ATS* SOW 28 Re-Org AMS,F086,SAP/SF CA,,,,
UKG US*HOTEL-DIEU GRACE,UKG US*HOTEL-DIEU GRACE,F086,UKG,,,,
STANISLAUS*UKG SOW 1,Stanislaus*UKG SOW 1,F086,UKG,,,,
EVERSOURCE*WFS FRD,Eversource*WFS FRD,F086,Workforce,,,,
UKG US*BRUYERE CARE,UKG US*Bruyere Care,F086,UKG,,,,
UKG US*THUNDER BAY,UKG US*Thunder Bay,F086,UKG,,,,
UKG US*CONNECT LOGISTICS,UKG US*Connect Logistics,F086,UKG,,,,
UKG US*VANCOUVER FPA,UKG US*Vancouver FPA,F086,UKG,,,,
UKG US*DARMOUTH,UKG US*Darmouth,F086,UKG,,,,
