Project definition,WBS element,Name,Profit center (BU),Company code,Company name,Revenue Type,Countries (End Client),Prov/State (End Client),Direct/Ind./Interco,Client Type (Sales Commissions),Sales Rep,% Commission,T&M / FIXED,Currency,Backlog/Pipeline,%,Amount in local currency,Posting Date,Scenario
GROUPEX*PROJECT,ATS*WFS_SOW24_PA,ATS Automation Tooling Systems Inc:ATS W,Workforce,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,112.5,2025-04-01,Actual
GROUPEX*PROJECT,ATS*WFS_SOW29,ATS Automation Tooling Systems Inc:ATS W,Workforce,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,1162.5,2025-04-01,Actual
GROUPEX*PROJECT,CORNING*UKG_SOW_2,Corning:Corning UKG SOW 2,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,282390.22,2025-04-01,Actual
GROUPEX*PROJECT,DELOITTE*WFS_EDMONT,Deloitte:Deloitte WFS City of Edmonton T,Workforce,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,14080.0,2025-04-01,Actual
GROUPEX*PROJECT,DEVON*WFS_AMS_SOW2,Devon Energy:Devon WFS AMS Gold SOW 2,Workforce,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,19130.52,2025-04-01,Actual
GROUPEX*PROJECT,DHX MEDIA*UKG_SUPP,DHX Media:DHX UKG Support,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,3607.5,2025-04-01,Actual
GROUPEX*PROJECT,ENERGY*WFS_AMS_SOW3,Energy Harbor:Energy Harbor WFS AMS SOW,Workforce,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,46203.51,2025-04-01,Actual
GROUPEX*PROJECT,EVR*AMS_SOW4,EVR Operations:Teck AMS SOW 4 - GOLD,Workforce,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,7040.25,2025-04-01,Actual
GROUPEX*PROJECT,FRASER*UKG_SOW_1,Fraser Health:Fraser UKG SOW 1,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,123494.5,2025-04-01,Actual
GROUPEX*PROJECT,LERNERS*UKG_AMS,Lerners LLP:Lerners UKG AMS,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,96.0,2025-04-01,Actual
GROUPEX*PROJECT,YMCA*UKG_AMS,YMCA of Niagara:YMCA Niagara UKG AMS,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,965.0,2025-04-01,Actual
GROUPEX*PROJECT,ATS*WFS_AMS_SOW29,ATS*WFS_AMS_SOW29,Workforce,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,-1162.5,2025-04-01,Actual
GROUPEX*PROJECT,DUQUESNE*WFS_REP_SOW2,Duquesne*WFS_REP_SOW2,Workforce,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,32526.38,2025-04-01,Actual
GROUPEX*PROJECT,EVERSOURCE*ACT_SOW15,Eversource*ACT_SOW15,Workforce,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,2321.58,2025-04-01,Actual
GROUPEX*PROJECT,EVERSOURCE*AMS_SOW16,Eversource*AMS_SOW16,Workforce,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,18914.09,2025-04-01,Actual
GROUPEX*PROJECT,EVR*AMS_GOLD_SOW4,EVR*AMS_Gold_SOW4,Workforce,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,-3024.0,2025-04-01,Actual
GROUPEX*PROJECT,HYDRO ONE*WFS_SOW1,Hydro One*WFS_SOW1,Workforce,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,47722.5,2025-04-01,Actual
GROUPEX*PROJECT,JBS*UKG_SOW1,JBS*UKG_SOW1,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,118959.02,2025-04-01,Actual
GROUPEX*PROJECT,MSG*AMS_GOLD_SOW20,MSG*AMS_GOLD_SOW20,Workforce,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,5365.75,2025-04-01,Actual
GROUPEX*PROJECT,SAPUTO*AU_SOW1,Saputo*AU_SOW1,Workforce,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,74507.5,2025-04-01,Actual
GROUPEX*PROJECT,SAPUTO*CA_SOW1,Saputo*CA_SOW1,Workforce,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,235852.0,2025-04-01,Actual
GROUPEX*PROJECT,SAPUTO*US_SOW1,Saputo*US_SOW1,Workforce,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,45658.75,2025-04-01,Actual
GROUPEX*PROJECT,SCOTIABANK*WFS_AMS_P&C,Scotiabank*WFS_AMS_P&C,Workforce,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,19762.5,2025-04-01,Actual
GROUPEX*PROJECT,SCOTIABANK*WFS_AMS_2425,Scotiabank*WFS_AMS_2425,Workforce,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,51204.02,2025-04-01,Actual
GROUPEX*PROJECT,SIFTON*UKG_AMS,Sifton*UKG_AMS,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,3000.0,2025-04-01,Actual
GROUPEX*PROJECT,TBRHSC*UKG_AMS,TBRHSC*UKG_AMS,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,550.0,2025-04-01,Actual
GROUPEX*PROJECT,TRINITY*UKG_SOW1,Trinity*UKG_SOW1,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,84204.6,2025-04-01,Actual
GROUPEX*PROJECT,UKG US*AIR_DIST,UKG US*AIR_DIST,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,11377.37,2025-04-01,Actual
GROUPEX*PROJECT,UKG US*ASSINIBOINE,UKG US*ASSINIBOINE,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,10821.84,2025-04-01,Actual
GROUPEX*PROJECT,UKG US*BRANDT,UKG US*BRANDT,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,6890.96,2025-04-01,Actual
GROUPEX*PROJECT,UKG US*BROCKVILLE,UKG US*BROCKVILLE,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,121.39,2025-04-01,Actual
GROUPEX*PROJECT,UKG US*CAMBRIDGE,UKG US*CAMBRIDGE,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,19367.89,2025-04-01,Actual
GROUPEX*PROJECT,UKG US*CARGOJET,UKG US*CARGOJET,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,10013.36,2025-04-01,Actual
GROUPEX*PROJECT,UKG US*SANTA_MONICA,UKG US*SANTA_MONICA,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,1782.46,2025-04-01,Actual
GROUPEX*PROJECT,UKG US*COMPASS,UKG US*COMPASS,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,5322.31,2025-04-01,Actual
GROUPEX*PROJECT,UKG US*CTB,UKG US*CTB,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,-409.14,2025-04-01,Actual
GROUPEX*PROJECT,UKG US*CRANE,UKG US*CRANE,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,-53.34,2025-04-01,Actual
GROUPEX*PROJECT,UKG US*DAVIES_WARD,UKG US*DAVIES_WARD,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,4.19,2025-04-01,Actual
GROUPEX*PROJECT,UKG US*DETROIT,UKG US*DETROIT,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,11331.1,2025-04-01,Actual
GROUPEX*PROJECT,UKG US*EXCEL,UKG US*Excel,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,1984.33,2025-04-01,Actual
GROUPEX*PROJECT,UKG US*FAYOLLE,UKG US*FAYOLLE,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,392.19,2025-04-01,Actual
GROUPEX*PROJECT,UKG US*FRIESENS,UKG US*FRIESENS,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,2835.92,2025-04-01,Actual
GROUPEX*PROJECT,UKG US*GOWAY,UKG US*GOWAY,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,-99.02,2025-04-01,Actual
GROUPEX*PROJECT,UKG US*HALIFAX,UKG US*HALIFAX,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,3341.6,2025-04-01,Actual
GROUPEX*PROJECT,UKG US*HCL_TECH,UKG US*HCL_TECH,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,856.94,2025-04-01,Actual
GROUPEX*PROJECT,UKG US*IMPACT,UKG US*IMPACT,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,2376.86,2025-04-01,Actual
GROUPEX*PROJECT,UKG US*KENSINGTON,UKG US*KENSINGTON,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,350.01,2025-04-01,Actual
GROUPEX*PROJECT,UKG US*LISTOWEL,UKG US*LISTOWEL,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,7273.21,2025-04-01,Actual
GROUPEX*PROJECT,UKG US*MARENTETTE,UKG US*MARENTETTE,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,-141.0,2025-04-01,Actual
GROUPEX*PROJECT,UKG US*MARKLUND,UKG US*MARKLUND,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,-31.73,2025-04-01,Actual
GROUPEX*PROJECT,UKG US*METRO,UKG US*METRO,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,8635.61,2025-04-01,Actual
GROUPEX*PROJECT,UKG US*MIDDLESEX,UKG US*MIDDLESEX,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,8130.86,2025-04-01,Actual
GROUPEX*PROJECT,UKG US*NEMAK,UKG US*NEMAK,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,3121.65,2025-04-01,Actual
GROUPEX*PROJECT,UKG US*OPTIONS,UKG US*OPTIONS,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,-28.67,2025-04-01,Actual
GROUPEX*PROJECT,UKG US*PERRY'S,UKG US*PERRY'S,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,3372.73,2025-04-01,Actual
GROUPEX*PROJECT,UKG US*RICHMOND,UKG US*RICHMOND,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,5069.63,2025-04-01,Actual
GROUPEX*PROJECT,UKG US*ROYAL_OTTAWA,UKG US*ROYAL_OTTAWA,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,11060.51,2025-04-01,Actual
GROUPEX*PROJECT,UKG US*SIGNATURE,UKG US*SIGNATURE,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,9698.72,2025-04-01,Actual
GROUPEX*PROJECT,UKG US*SOUTH_BRUCE,UKG US*SOUTH_BRUCE,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,24989.06,2025-04-01,Actual
GROUPEX*PROJECT,UKG US*U_OF_T,UKG US*U_OF_T,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,477.11,2025-04-01,Actual
GROUPEX*PROJECT,UKG US*WINDSOR_REG_HOSP,UKG US*WINDSOR_REG_HOSP,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,5306.22,2025-04-01,Actual
GROUPEX*PROJECT,UKG US*WINSPORT,UKG US*WINSPORT,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,-17.92,2025-04-01,Actual
GROUPEX*PROJECT,UKG US*WOLF_GREENFIELD,UKG US*WOLF_GREENFIELD,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,-78.0,2025-04-01,Actual
GROUPEX*PROJECT,VW*WFS_AMS_2024-2025,VW*WFS_AMS_2024-2025,Workforce,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,11720.29,2025-04-01,Actual
GROUPEX*PROJECT,SHAW*HC_WFS_SOW 1,Shaw*HC_WFS_SOW 1,Workforce,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,1244.63,2025-04-01,Actual
GROUPEX*PROJECT,ARAMARK*WFS_LOI,Aramark*WFS_LOI,Workforce,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,395185.86,2025-04-01,Actual
GROUPEX*PROJECT,PHOENIX*HECO_WFS LOI,Phoenix*HECO_WFS LOI,Workforce,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,46518.12,2025-04-01,Actual
GROUPEX*PROJECT,UKG US*METRO SOW 2,UKG US*Metro SOW 2,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,12820.17,2025-04-01,Actual
GROUPEX*PROJECT,BAKER *WFS_ACT,Baker *WFS_ACT,Workforce,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,60333.54,2025-04-01,Actual
GROUPEX*PROJECT,MSG*WFS_SSO_STAFF-AUG,MSG*WFS_SSO_Staff-Aug,Workforce,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,8303.08,2025-04-01,Actual
GROUPEX*PROJECT,UKG US*SCH_VILLAGES INC,UKG US*SCH_Villages Inc,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,1978.17,2025-04-01,Actual
GROUPEX*PROJECT,UKG US*UNI_OF_PEI,UKG US*Uni_of_PEI,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,5081.39,2025-04-01,Actual
GROUPEX*PROJECT,ATS* SOW 28 RE-ORG AMS,ATS* SOW 28 Re-Org AMS,SAP/SF CA,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,387.5,2025-04-01,Actual
GROUPEX*PROJECT,UKG US*HOTEL-DIEU GRACE,UKG US*HOTEL-DIEU GRACE,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,7159.45,2025-04-01,Actual
GROUPEX*PROJECT,UKG US*DOMTAR CORP,UKG US*Domtar Corp,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,-51.46,2025-04-01,Actual
GROUPEX*PROJECT,UKG US*GFS BC,UKG US*GFS BC,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,4438.65,2025-04-01,Actual
GROUPEX*PROJECT,UKG US*BLUEWATER HEALTH,UKG US*Bluewater Health,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,1827.83,2025-04-01,Actual
GROUPEX*PROJECT,ATS*AMS SOW 26,ATS*AMS SOW 26,SAP/SF CA,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,-11520.0,2025-04-01,Actual
GROUPEX*PROJECT,MATTR*MATTR SF AMS,Mattr*Mattr SF AMS,SAP/SF CA,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,1560.0,2025-04-01,Actual
GROUPEX*PROJECT,HEROUX DEVTEK*UKG AMS,HEROUX DEVTEK*UKG AMS,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,630.0,2025-04-01,Actual
GROUPEX*PROJECT,DUQUESNE*AMS_SOW 3,Duquesne*AMS_SOW 3,Workforce,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,57242.01,2025-04-01,Actual
GROUPEX*PROJECT,FM.MOTOR*SOW_2_CLOCKS,FM.Motor*SOW_2_Clocks,Workforce,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,1369.1,2025-04-01,Actual
GROUPEX*PROJECT,UKG US*CITY OF RICH,UKG US*City Of Rich,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,1461.2,2025-04-01,Actual
GROUPEX*PROJECT,UKG US*MIDD_COUNTY_STRA,UKG US*Midd_County_Stra,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,1229.88,2025-04-01,Actual
GROUPEX*PROJECT,UKG US*KENTUCKY_DEPT,UKG US Kentucky Dept of Corrections,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,-1.25,2025-04-01,Actual
GROUPEX*PROJECT,UKG US*MASTRONARDI,UKG US MASTRONARDI PRODUCE,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,-17.37,2025-04-01,Actual
GROUPEX*PROJECT,UKG US*PETERBOROUGH_REG,UKG US PETERBOROUGH REGIONAL,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,-7.17,2025-04-01,Actual
GROUPIN-RGY*NB,GROUPIN-RGY*MGT_FEES,GROUPIN-RGY Management fees,Admin,F095,GROUP IN-RGY CONSULTING,,,,Intercos Outside NA,,,,,CAD,Backlog,,103306.22,2025-04-01,Actual
GROUPIN-RGY*PROJECT,ACI*AMS UKGD PPS,ACI*AMS UKGD PPS,UKG,F095,GROUP IN-RGY CONSULTING,AMS,Canada,QC,Indirect (Partners),UKG Boutique partner revenues,Mathieu,,T&M,CAD,Backlog,,2300.0,2025-04-01,Actual
GROUPIN-RGY*PROJECT,ACI*IMPLEM. P1B,ACI*Implem. P1B,UKG,F095,GROUP IN-RGY CONSULTING,Project,Canada,QC,Indirect (Partners),UKG Boutique partner revenues,Mathieu,,T&M,CAD,Backlog,,44369.5,2025-04-01,Actual
GROUPIN-RGY*PROJECT,ADF*AMS UKG,ADF*AMS UKG,UKG,F095,GROUP IN-RGY CONSULTING,AMS,Canada,QC,Direct customer,Net New services,Mathieu,,T&M,CAD,Backlog,,3792.5,2025-04-01,Actual
GROUPIN-RGY*PROJECT,ADF*AMS UKG INPASS,ADF*AMS UKG INPASS,UKG,F095,GROUP IN-RGY CONSULTING,AMS,Canada,QC,Direct customer,Net New services,Mathieu,,FIXED PRICE,CAD,Backlog,,533.0,2025-04-01,Actual
GROUPIN-RGY*PROJECT,ADM*AMS SF,ADM*AMS SF,SAP/SF CA,F095,GROUP IN-RGY CONSULTING,AMS,Canada,QC,Direct customer,Existing Services,Yvan F.,,T&M,CAD,Backlog,,19266.1,2025-04-01,Actual
GROUPIN-RGY*PROJECT,AEM*AMS SF,AEM*AMS SF,SAP/SF CA,F095,GROUP IN-RGY CONSULTING,AMS,Canada,ON,Direct customer,Existing Services,Elisabeth,,T&M,CAD,Backlog,,900.0,2025-04-01,Actual
GROUPIN-RGY*PROJECT,ATL*IAS IMPLEMENT.,ATL*IAS implement.,SAP/SF CA,F095,GROUP IN-RGY CONSULTING,Project,Canada,ON,Direct customer,Net New services,Elisabeth 2%,,FIXED PRICE,CAD,Backlog,,5250.0,2025-04-01,Actual
GROUPIN-RGY*PROJECT,BCT*SF LICENSE,BCT*SF License,SAP/SF CA,F095,GROUP IN-RGY CONSULTING,Licence,Canada,BC,Direct customer,Licences,Patrice B.,,FIXED PRICE,CAD,Backlog,,12381.0,2025-04-01,Actual
GROUPIN-RGY*PROJECT,BCT*AMS SF Y24,BCT*AMS SF Y24,SAP/SF CA,F095,GROUP IN-RGY CONSULTING,AMS,Canada,BC,Direct customer,Existing Services,Patrice B.,,FIXED PRICE,CAD,Backlog,,15696.0,2025-04-01,Actual
GROUPIN-RGY*PROJECT,BNC*SF LMS SANDBOX EC,BNC*SF LMS sandbox EC,SAP/SF CA,F095,GROUP IN-RGY CONSULTING,Project,Canada,QC,Direct customer,Existing Services,Patrice B.,,T&M,CAD,Backlog,,1856.0,2025-04-01,Actual
GROUPIN-RGY*PROJECT,BNC*PROJ X - TEAM,BNC*Proj X - team,SAP/SF CA,F095,GROUP IN-RGY CONSULTING,Project,Canada,QC,Direct customer,Existing Services,Patrice B.,,T&M,CAD,Backlog,,51135.0,2025-04-01,Actual
GROUPIN-RGY*PROJECT,BNC*PROJ X PM,BNC*Proj X PM,SAP/SF CA,F095,GROUP IN-RGY CONSULTING,Project,Canada,QC,Direct customer,Existing Services,Patrice B.,,T&M,CAD,Backlog,,17612.5,2025-04-01,Actual
GROUPIN-RGY*PROJECT,BNC*AMS SF WFS,BNC*AMS SF WFS,Workforce,F095,GROUP IN-RGY CONSULTING,AMS,Canada,QC,Direct customer,Existing Services,Patrice B. 2%,,T&M,CAD,Backlog,,1160.0,2025-04-01,Actual
GROUPIN-RGY*PROJECT,BNC*AMS SF WFS INPASS,BNC*AMS SF WFS INPASS,Workforce,F095,GROUP IN-RGY CONSULTING,AMS,Canada,QC,Direct customer,Existing Services,Patrice B. 2%,,T&M,CAD,Backlog,,290.0,2025-04-01,Actual
GROUPIN-RGY*PROJECT,CAS*SAP PA AND SF REPORT,CAS*SAP PA and SF report,SAP/SF CA,F095,GROUP IN-RGY CONSULTING,Project,Canada,QC,Direct customer,Existing Services,Yvan F.,,FIXED PRICE,CAD,Backlog,,26982.18,2025-04-01,Actual
GROUPIN-RGY*PROJECT,CDS*AMS SF,CDS*AMS SF,SAP/SF CA,F095,GROUP IN-RGY CONSULTING,AMS,Canada,QC,Direct customer,Existing Services,Yvan F.,,BANK OF HOURS,CAD,Backlog,,3300.0,2025-04-01,Actual
GROUPIN-RGY*PROJECT,CDS*AMS WFS SF INPASS,CDS*AMS WFS SF INPASS,Workforce,F095,GROUP IN-RGY CONSULTING,AMS,Canada,QC,Direct customer,Existing Services,Yvan F.,,FIXED PRICE,CAD,Backlog,,183.33,2025-04-01,Actual
GROUPIN-RGY*PROJECT,CDS2*AMS S4 INPASS,CDS2*AMS S4 INPASS,SAP/SF CA,F095,GROUP IN-RGY CONSULTING,AMS,Canada,QC,Direct customer,Existing Services,Yvan F.,,FIXED PRICE,CAD,Backlog,,183.33,2025-04-01,Actual
GROUPIN-RGY*PROJECT,CLC*AMS SF,CLC*AMS SF,SAP/SF CA,F095,GROUP IN-RGY CONSULTING,AMS,Canada,ON,Direct customer,Net New services,Patrice B. 2%,,T&M,CAD,Backlog,,112.5,2025-04-01,Actual
GROUPIN-RGY*PROJECT,CLC*AMS SF INPASS,CLC*AMS SF INPASS,SAP/SF CA,F095,GROUP IN-RGY CONSULTING,AMS,Canada,ON,Direct customer,Net New services,Patrice B. 2%,,FIXED PRICE,CAD,Backlog,,375.0,2025-04-01,Actual
GROUPIN-RGY*PROJECT,CLN*EC RCMRMK ONB,CLN*EC RCMRMK ONB,SAP/SF CA,F095,GROUP IN-RGY CONSULTING,Project,Canada,QC,Direct customer,Net New services,Patrice B. 2%,,T&M,CAD,Backlog,,64355.0,2025-04-01,Actual
GROUPIN-RGY*PROJECT,DLT*MISTRAL P2 ECP,DLT*Mistral P2 ECP,SAP/SF CA,F095,GROUP IN-RGY CONSULTING,Project,Canada,ON,Indirect (Partners),"Larges SI Partner (IBM, DLT, SAP, WFS, ACC)",Mathieu,,T&M,CAD,Backlog,,10758.55,2025-04-01,Actual
GROUPIN-RGY*PROJECT,DLT*AMS PLANNING,DLT*AMS planning,SAP/SF CA,F095,GROUP IN-RGY CONSULTING,,,,,,,,,CAD,Backlog,,915.0,2025-04-01,Actual
GROUPIN-RGY*PROJECT,DLT*ECC S4 P1A 1B,DLT*ECC S4 P1A 1B,SAP/SF CA,F095,GROUP IN-RGY CONSULTING,Project,Canada,QC,Indirect (Partners),"Larges SI Partner (IBM, DLT, SAP, WFS, ACC)",Steve,,FIXED PRICE,CAD,Backlog,,18714.0,2025-04-01,Actual
GROUPIN-RGY*PROJECT,DLT*OCM P1 S4,DLT*OCM P1 S4,SAP/SF CA,F095,GROUP IN-RGY CONSULTING,Project,Canada,QC,Indirect (Partners),"Larges SI Partner (IBM, DLT, SAP, WFS, ACC)",Steve,,FIXED PRICE,CAD,Backlog,,3186.0,2025-04-01,Actual
GROUPIN-RGY*PROJECT,DLT*SAP XTENSION 25,DLT*SAP xtension 25,SAP/SF CA,F095,GROUP IN-RGY CONSULTING,Project,Canada,QC,Indirect (Partners),"Larges SI Partner (IBM, DLT, SAP, WFS, ACC)",Steve,,T&M,CAD,Backlog,,23328.0,2025-04-01,Actual
GROUPIN-RGY*PROJECT,DLT*MAT AMS WFS,DLT*MAT AMS WFS,Workforce,F095,GROUP IN-RGY CONSULTING,AMS,Canada,ON,Indirect (Partners),"Larges SI Partner (IBM, DLT, SAP, WFS, ACC)",Mathieu,,T&M,CAD,Backlog,,-1165.68,2025-04-01,Actual
GROUPIN-RGY*PROJECT,DLT*MAT AMS SAPSF,DLT*MAT AMS SAPSF,SAP/SF CA,F095,GROUP IN-RGY CONSULTING,AMS,Canada,ON,Indirect (Partners),"Larges SI Partner (IBM, DLT, SAP, WFS, ACC)",Mathieu,,T&M,CAD,Backlog,,45850.08,2025-04-01,Actual
GROUPIN-RGY*PROJECT,DOL*AMS SAPSF INPASS,DOL*AMS SAPSF INPASS,SAP/SF CA,F095,GROUP IN-RGY CONSULTING,AMS,Canada,QC,Direct customer,Existing Services,Yvan F.,,T&M,CAD,Backlog,,4800.0,2025-04-01,Actual
GROUPIN-RGY*PROJECT,BOR*AMS BOH,BOR*AMS BOH,UKG,F095,GROUP IN-RGY CONSULTING,AMS,Canada,QC,Direct customer,Net New services,Yvan F.,,BANK OF HOURS,CAD,Backlog,,1512.0,2025-04-01,Actual
GROUPIN-RGY*PROJECT,ENE*T&A IMPLEMENT WFS,ENE*T&A implement WFS,Workforce,F095,GROUP IN-RGY CONSULTING,Project,Canada,ON,Direct customer,Net New services,Elisabeth,,FIXED PRICE,CAD,Backlog,,106567.93,2025-04-01,Actual
GROUPIN-RGY*PROJECT,ENU*AMS SF,ENU*AMS SF,SAP/SF CA,F095,GROUP IN-RGY CONSULTING,AMS,Canada,ON,Direct customer,Existing Services,Mathieu,,T&M,CAD,Backlog,,1241.82,2025-04-01,Actual
GROUPIN-RGY*PROJECT,EXF*AMS SF,EXF*AMS SF,SAP/SF CA,F095,GROUP IN-RGY CONSULTING,AMS,Canada,QC,Direct customer,Existing Services,Yvan F.,,BANK OF HOURS,CAD,Backlog,,1715.4,2025-04-01,Actual
GROUPIN-RGY*PROJECT,EXF*AMS SF INPASS,EXF*AMS SF INPASS,SAP/SF CA,F095,GROUP IN-RGY CONSULTING,AMS,Canada,QC,Direct customer,Existing Services,Yvan F.,,FIXED PRICE,CAD,Backlog,,317.66,2025-04-01,Actual
GROUPIN-RGY*PROJECT,BOR*AMS UKG BOH INPASS,BOR*AMS UKG BOH INPASS,UKG,F095,GROUP IN-RGY CONSULTING,AMS,Canada,QC,Direct customer,Net New services,Yvan F.,,FIXED PRICE,CAD,Backlog,,504.0,2025-04-01,Actual
GROUPIN-RGY*PROJECT,FMO*CW + PS WFS,FMO*CW + PS WFS,Workforce,F095,GROUP IN-RGY CONSULTING,Project,Canada,ON,Direct customer,Existing Services,Yvan F.,,T&M,CAD,Backlog,,185.0,2025-04-01,Actual
GROUPIN-RGY*PROJECT,GDS*AMS SF,GDS*AMS SF,SAP/SF CA,F095,GROUP IN-RGY CONSULTING,AMS,LATAM,LATAM,Direct customer,Existing Services,Yvan F.,,T&M,CAD,Backlog,,51783.69,2025-04-01,Actual
GROUPIN-RGY*PROJECT,GDS*AMS SF INPASS,GDS*AMS SF INPASS,SAP/SF CA,F095,GROUP IN-RGY CONSULTING,AMS,LATAM,LATAM,Direct customer,Existing Services,Yvan F.,,T&M,CAD,Backlog,,339.56,2025-04-01,Actual
GROUPIN-RGY*PROJECT,GDS*ECP CO SUP+CONSULT,GDS*ECP CO Sup+Consult,SAP/SF CA,F095,GROUP IN-RGY CONSULTING,AMS,LATAM,LATAM,Direct customer,Existing Services,Yvan F.,,T&M,CAD,Backlog,,22002.4,2025-04-01,Actual
GROUPIN-RGY*PROJECT,GDS*EC SUP+IMPL.,GDS*EC sup+impl.,SAP/SF CA,F095,GROUP IN-RGY CONSULTING,AMS,LATAM,LATAM,Direct customer,Existing Services,Yvan F.,,T&M,CAD,Backlog,,28286.46,2025-04-01,Actual
